"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:27",3,143,6,302,300006,22,1,2,1,1,301,NA,NA,20,1,1,5,1,2,2,3,1,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,3,1,3,4,4,5,6,6,6,4,4,4,5,2,4,4,5,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,4,4,3,3,2,2,NA,2,2,2,8,2,2,4,7,4,5,5,2,2,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1,5,4,NA,2,2,1,2,NA,NA,NA,0,2,1,2,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,4,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:28",3,1282,53,311,300053,188,2,5,1,1,304,NA,NA,19,1,1,1,3,2,2,2,2,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,2,4,7,6,6,6,7,5,7,6,6,7,5,6,7,6,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,7,5,3,3,2,NA,2,2,1,8,1,4,6,5,3,6,5,6,2,2,0,0,NA,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,4,NA,1,1,1,1,NA,NA,NA,0,2,2,2,NA,1,1,1,0,0,0,0,1,1,1,0,1,1,6,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:29",3,468,21,304,300021,64,1,1,1,1,301,NA,NA,40,2,2,5,3,2,2,2,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,3,2,5,4,3,6,7,7,5,7,4,4,2,3,7,7,2,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,6,5,6,5,4,2,NA,1,4,1,7,3,5,3,5,5,5,5,2,2,2,0,0,NA,NA,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,3,4,1,4,2,2,3,2,NA,NA,NA,3,NA,5,1,NA,1,1,1,0,0,0,0,1,1,0,0,1,0,5,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:30",3,738,31,306,300031,106,1,1,1,1,301,NA,NA,69,1,1,57,3,3,2,2,3,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,2,2,4,2,1,1,1,7,7,2,7,1,2,7,1,4,6,7,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,1,7,7,1,4,2,NA,2,4,2,5,1,1,1,6,4,5,5,1,2,2,0,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,1,2,1,4,2,2,2,2,NA,NA,NA,4,2,4,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,3,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:31",3,953,36,306,300036,145,1,1,1,1,301,NA,NA,65,2,4,5,2,3,2,3,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,2,1,6,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,3,4,7,3,5,5,7,2,5,1,4,5,1,6,4,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,4,5,4,4,4,3,NA,4,4,4,4,1,10,5,5,3,1,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,3,1,6,NA,2,2,4,2,NA,NA,NA,3,2,5,1,NA,1,1,0,0,0,0,0,1,1,0,0,1,0,3,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:32",3,1348,54,312,300054,199,2,5,1,1,301,NA,NA,26,1,2,3,3,2,1,4,1,4,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,3,1,1,2,7,3,6,5,7,4,5,6,2,7,3,6,5,3,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,6,4,3,5,4,2,NA,4,1,3,10,10,7,5,6,4,7,1,6,1,1,0,0,NA,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2,2,1,3,NA,2,2,3,2,NA,NA,NA,2,NA,5,4,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,6,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:33",3,225,9,302,300009,33,1,3,1,1,303,NA,NA,28,1,2,1,3,3,2,2,2,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,1,2,1,4,6,4,4,6,7,4,5,5,4,1,4,5,5,4,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,4,5,4,4,4,2,NA,3,3,3,3,2,6,6,6,6,5,1,1,2,2,0,0,NA,0,0,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,2,1,2,1,2,2,2,2,2,NA,NA,NA,1,1,5,2,NA,1,0,1,1,0,1,1,1,0,0,0,1,1,5,2,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:34",3,1344,54,312,300054,198,1,2,1,1,301,NA,NA,57,2,2,5,2,3,2,3,4,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,3,NA,3,4,4,5,5,6,7,6,5,6,5,7,5,6,5,6,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,6,7,5,6,4,3,NA,2,2,2,9,9,9,9,10,9,7,8,3,2,2,0,0,NA,0,0,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,1,1,1,4,2,2,4,3,NA,NA,NA,4,7,2,2,NA,1,1,0,0,0,0,0,1,1,1,0,1,0,5,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:35",3,1497,64,314,300064,217,2,5,1,1,303,NA,NA,30,1,2,5,3,3,2,3,4,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,1,2,5,7,4,6,5,7,7,7,4,6,7,6,7,7,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,6,2,3,1,2,NA,2,3,4,4,3,1,9,3,4,10,3,2,1,2,0,0,NA,NA,0,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,1,1,4,2,1,4,2,NA,NA,NA,2,2,5,1,NA,1,0,1,0,0,0,0,1,0,0,0,1,1,5,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:36",3,1463,61,313,300061,212,2,5,1,1,304,NA,NA,23,2,3,3,2,2,1,2,4,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,NA,3,5,7,5,5,7,6,4,4,4,4,2,6,6,6,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,7,5,6,4,2,NA,2,4,2,6,5,5,6,3,4,3,2,3,1,2,0,0,NA,0,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,4,2,4,5,NA,2,1,3,2,NA,NA,NA,1,2,2,2,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,4,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:37",3,307,12,303,300012,44,2,5,1,1,301,NA,NA,27,1,1,5,3,1,2,3,2,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,4,2,3,6,7,7,6,7,7,6,7,6,4,3,1,6,5,7,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,4,6,6,5,4,2,NA,3,4,3,4,4,4,4,5,3,4,3,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,5,1,4,1,2,2,2,NA,NA,NA,0,7,5,1,NA,1,0,1,1,0,1,1,0,1,0,0,1,1,7,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:38",3,455,20,303,300020,62,2,5,1,1,304,NA,NA,21,2,1,57,2,2,2,4,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,4,2,4,4,4,5,4,7,7,3,2,4,2,1,1,6,3,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,7,NA,1,5,3,NA,3,1,4,1,1,7,9,1,1,8,8,1,2,2,0,0,NA,0,NA,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,5,5,NA,2,2,4,2,NA,NA,NA,1,2,5,2,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,5,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:39",3,117,6,302,300006,17,1,2,1,1,301,NA,NA,48,1,2,5,3,2,2,4,3,4,2,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,3,2,4,1,4,1,1,7,7,4,3,4,1,4,1,1,1,2,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,7,7,7,7,4,4,NA,3,4,4,10,1,10,1,10,1,7,1,1,2,1,0,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,3,NA,1,4,2,2,3,3,NA,NA,NA,3,2,5,1,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,6,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:40",3,736,31,306,300031,106,1,1,1,1,301,NA,NA,30,1,2,5,3,1,1,2,1,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,3,3,4,3,1,1,1,1,7,6,7,3,2,NA,4,2,5,7,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,1,1,7,7,7,3,NA,3,3,1,1,1,10,4,8,1,1,1,1,2,2,0,1,NA,1,0,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,5,1,1,1,2,2,NA,1,1,NA,NA,NA,1,2,1,1,NA,1,1,1,2,1,1,0,1,1,1,1,1,1,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:41",3,1215,50,310,300050,180,2,5,1,1,302,NA,NA,52,1,2,3,3,3,2,3,4,4,2,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,1,1,6,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,2,3,1,5,3,4,3,5,7,4,6,5,5,6,3,6,4,6,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,7,4,6,5,2,NA,4,4,4,7,2,3,8,9,10,10,9,3,2,2,0,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,4,2,1,3,3,NA,NA,NA,19,7,5,1,NA,1,0,1,1,1,0,0,1,1,0,0,1,1,7,2,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:42",3,1380,57,312,300057,203,1,4,1,1,304,NA,NA,33,1,2,5,3,2,2,4,4,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,4,2,1,2,5,2,4,4,7,3,4,4,4,7,3,6,3,4,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,7,5,1,7,2,NA,4,4,4,1,1,10,8,7,5,7,1,1,1,2,0,0,NA,NA,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,3,1,1,1,1,2,1,2,2,NA,NA,NA,2,2,1,1,NA,1,1,1,1,0,0,0,1,1,1,1,1,1,3,2,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:43",3,768,32,306,300032,111,1,1,1,1,301,NA,NA,52,2,1,5,2,2,2,3,1,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,3,3,1,4,2,1,4,6,7,3,1,1,1,1,1,5,1,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,5,7,3,3,2,2,NA,2,3,2,1,1,5,4,3,2,1,5,1,2,2,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,2,5,NA,2,2,2,2,NA,NA,NA,3,1,5,1,NA,1,1,1,0,1,0,0,1,1,0,0,1,0,3,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:44",3,915,34,306,300034,138,1,1,1,1,301,NA,NA,40,2,2,57,3,3,2,2,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,2,3,2,4,7,6,7,7,7,5,6,4,5,6,5,7,5,4,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,5,6,7,7,5,3,NA,2,2,3,8,4,8,6,10,1,6,5,1,2,2,0,0,NA,NA,0,NA,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,1,1,5,NA,1,1,3,3,NA,NA,NA,2,3,5,1,NA,1,0,0,0,0,0,0,1,1,0,0,1,0,5,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:45",3,670,31,306,300031,94,1,1,1,1,301,NA,NA,18,1,2,14,3,3,2,3,1,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,1,7,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,3,2,3,5,5,6,5,5,5,5,4,4,5,6,4,6,4,5,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,5,6,4,5,6,2,NA,2,3,3,9,5,3,8,10,6,8,2,2,2,2,0,0,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,1,1,4,NA,2,2,2,3,NA,NA,NA,0,2,1,1,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,4,1,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:46",3,418,19,303,300019,58,1,4,1,1,304,NA,NA,42,1,3,5,2,2,2,5,1,4,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,3,2,4,2,6,3,5,6,7,5,4,6,3,6,5,6,4,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,7,7,3,7,2,NA,2,3,4,10,4,4,8,8,8,8,4,1,2,2,1,1,NA,0,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1,1,1,1,4,2,1,3,3,NA,NA,NA,3,3,1,1,NA,1,0,1,0,1,0,1,0,1,1,1,1,0,5,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:47",3,252,10,302,300010,36,2,5,1,1,303,NA,NA,60,1,2,13,2,3,1,2,4,2,3,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,3,5,5,5,2,NA,1,1,1,7,3,3,3,3,3,3,3,3,1,2,0,0,NA,NA,0,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,1,1,4,1,2,2,2,NA,NA,NA,5,3,5,1,NA,1,0,1,1,1,0,0,1,1,0,0,1,1,4,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:48",3,466,21,304,300021,64,1,1,1,1,301,NA,NA,28,2,3,3,3,3,2,2,1,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,3,3,2,3,7,3,4,6,7,3,4,5,4,7,5,7,7,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,7,7,5,5,3,NA,2,3,1,8,4,1,1,8,6,8,7,1,2,2,0,0,NA,0,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1,1,1,3,NA,2,2,3,3,NA,NA,NA,1,NA,1,1,NA,1,1,1,0,0,1,0,1,1,1,1,1,1,6,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:49",3,226,9,302,300009,33,1,3,1,1,303,NA,NA,26,1,1,3,2,2,2,2,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,3,2,7,2,5,5,7,4,7,2,5,4,1,4,6,5,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,1,1,3,1,3,2,NA,4,4,2,1,1,8,10,1,5,5,1,1,NA,2,0,0,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,5,1,4,3,NA,1,2,1,2,NA,NA,NA,0,2,3,2,NA,1,1,1,1,0,0,0,1,1,0,0,1,0,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:50",3,633,31,306,300031,87,1,1,1,1,301,NA,NA,73,1,3,1,3,3,2,3,2,4,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,4,2,1,4,6,3,7,2,7,6,6,3,3,6,3,6,1,3,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,6,6,6,5,6,3,NA,2,4,4,9,8,3,3,8,3,3,2,2,2,2,0,0,NA,NA,0,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4,2,1,3,NA,1,2,4,3,NA,NA,NA,5,5,5,2,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,6,1,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:51",3,1188,48,309,300048,177,2,5,1,1,302,NA,NA,33,1,2,5,2,2,2,4,4,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,3,2,1,5,NA,4,NA,1,7,1,7,7,5,7,7,7,6,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,7,1,7,4,2,NA,3,1,1,10,1,10,5,5,5,6,10,1,2,2,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5,1,1,3,NA,2,2,3,3,NA,NA,NA,2,2,5,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:52",3,1052,41,306,300041,160,1,3,1,1,303,NA,NA,27,2,2,5,3,3,2,4,4,4,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,3,2,4,2,6,3,2,7,7,2,1,2,4,6,2,6,2,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,7,7,6,1,4,3,NA,3,4,4,9,3,3,9,8,4,6,9,4,2,2,1,0,NA,0,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,2,1,1,1,4,2,1,3,3,NA,NA,NA,0,2,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,5,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:53",3,55,3,301,300003,8,1,3,1,1,303,NA,NA,54,2,2,2,3,2,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,3,1,3,4,7,7,1,7,7,6,7,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,6,6,6,7,4,2,NA,3,4,3,1,7,6,6,7,5,7,6,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1,1,5,NA,1,2,3,2,NA,NA,NA,4,2,5,3,NA,1,1,0,0,0,1,0,1,1,0,0,1,1,7,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:54",3,1492,64,314,300064,216,1,3,1,1,303,NA,NA,42,1,1,5,2,2,2,2,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,3,2,1,1,6,2,5,6,7,4,5,4,2,7,2,4,6,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,5,6,3,5,1,NA,1,4,1,5,8,8,5,8,10,10,8,1,2,2,0,0,NA,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,5,3,4,1,4,2,2,3,2,NA,NA,NA,0,NA,5,2,NA,1,1,1,0,0,1,0,1,1,1,0,1,0,7,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
